total_attempts,correct_attempts,accuracy,weighted_score,recent_accuracy,accuracy_trend,streak_length,avg_time_per_q,days_since_last,easy_accuracy,medium_accuracy,hard_accuracy,global_accuracy,topics_attempted,level,optimal_difficulty
12,4,0.3487,0.5423,0.2283,-0.0865,3,18.43,70.31,0.6249,0.3136,0.0862,0.191,2,beginner,easy
20,6,0.2485,2.9992,0.0763,-0.1318,0,46.28,68.01,0.4528,0.0802,0.0,0.1991,1,beginner,easy
99,77,0.7683,9.7304,0.9641,0.0983,9,14.12,11.44,0.887,0.7994,0.4415,0.8737,7,advanced,hard
142,119,0.8679,11.2627,0.8309,-0.044,2,16.72,3.11,0.8985,0.8279,0.5518,0.7129,16,advanced,hard
8,1,0.1668,0.7739,0.4721,0.0476,1,35.74,72.13,0.3508,0.3506,0.1611,0.3233,3,beginner,easy
48,28,0.5732,6.9466,0.5992,0.1084,4,29.36,3.76,0.6318,0.6377,0.4251,0.6195,5,intermediate,medium
1,1,1.0,2.7264,1.0,-0.0686,1,20.25,73.76,0.4908,0.3164,0.0477,0.1591,2,beginner,easy
19,15,0.7686,17.1316,0.8021,0.0532,20,16.58,7.4,0.9522,0.9006,0.5927,0.856,6,advanced,hard
50,35,0.7586,7.4261,0.7766,0.0211,8,19.81,11.27,0.8167,0.6412,0.2036,0.7377,9,intermediate,medium
79,61,0.7983,24.1115,0.9059,0.0857,12,19.94,11.24,0.9266,0.8552,0.5884,0.7872,12,advanced,hard
55,37,0.6455,11.6189,0.6692,-0.0255,0,21.55,38.2,0.7534,0.4479,0.2736,0.5181,11,intermediate,medium
40,26,0.6124,2.081,0.6307,0.1056,2,9.86,34.17,0.5843,0.4676,0.0989,0.4473,11,intermediate,medium
80,75,0.9977,38.9563,0.8504,0.0806,5,12.02,2.26,1.0,0.8182,0.8162,0.8939,17,advanced,hard
77,56,0.7157,28.1987,0.7044,-0.0032,15,9.1,28.95,0.9281,0.8055,0.7544,0.8593,14,advanced,hard
135,109,0.7451,12.6816,0.851,0.0214,8,11.98,28.18,0.8277,0.7876,0.6016,0.6498,25,advanced,hard
20,5,0.2514,2.15,0.3199,0.03,1,51.34,68.82,0.6477,0.363,0.0132,0.3962,5,beginner,easy
45,30,0.7424,7.8578,0.6646,0.0603,1,30.6,16.92,0.8143,0.7492,0.2272,0.5237,8,intermediate,medium
9,5,0.549,2.5408,0.4319,0.0663,7,30.61,39.17,0.6001,0.5174,0.1172,0.4126,12,intermediate,medium
11,7,0.5964,5.1076,0.4162,0.016,8,11.86,36.94,0.9232,0.6495,0.2497,0.4714,15,intermediate,medium
20,13,0.589,5.2272,0.4495,0.1289,3,23.6,20.66,0.7716,0.4876,0.117,0.3854,10,intermediate,medium
4,1,0.3692,1.447,0.4431,-0.1094,0,49.18,70.53,0.5001,0.3686,0.1444,0.3826,3,beginner,easy
48,41,0.864,14.4233,0.9243,0.0455,14,18.31,6.95,1.0,0.7194,0.5832,0.7806,9,advanced,hard
54,32,0.592,6.8042,0.8034,0.0685,6,10.1,42.1,0.6902,0.4356,0.3762,0.6515,3,intermediate,medium
56,41,0.7047,6.8428,0.5228,0.071,2,25.94,43.79,0.9176,0.6698,0.2905,0.3756,6,intermediate,medium
17,9,0.4735,3.2986,0.6513,-0.0029,4,11.79,1.33,0.6997,0.4902,0.1238,0.6319,9,intermediate,medium
3,3,1.0,2.8948,1.0,-0.024,3,15.44,2.51,0.6651,0.1275,0.0118,0.3962,1,beginner,easy
20,4,0.2482,0.978,0.3947,0.0849,2,21.01,65.87,0.7087,0.3377,0.065,0.4344,3,beginner,easy
3,1,0.2494,1.7607,0.1507,-0.0194,1,33.65,3.73,0.5761,0.2864,0.0648,0.401,2,beginner,easy
9,5,0.6208,4.9555,0.4992,0.0427,5,11.63,9.97,0.7273,0.6462,0.4601,0.5863,10,intermediate,medium
17,7,0.4443,1.2919,0.3577,-0.1198,1,36.89,89.43,0.6246,0.3415,0.1647,0.3278,2,beginner,easy
3,1,0.2786,1.7563,0.3029,-0.0998,0,17.47,76.72,0.4112,0.2211,0.1103,0.2041,4,beginner,easy
47,29,0.6136,7.1328,0.7464,-0.0382,3,28.45,18.41,0.7209,0.4857,0.2324,0.4698,7,intermediate,medium
49,44,0.894,29.2188,0.9558,-0.0005,2,17.95,17.24,0.9055,0.9138,0.7594,0.7845,24,advanced,hard
58,54,0.9351,9.9587,0.7191,-0.0486,3,5.94,19.62,0.9205,0.7088,0.6375,0.6746,8,advanced,hard
15,2,0.2096,2.3928,0.2029,-0.1452,0,15.3,45.42,0.4421,0.3172,0.1732,0.4334,1,beginner,easy
20,13,0.6603,4.411,0.471,0.0858,7,13.85,18.22,0.7475,0.5134,0.4433,0.6909,14,intermediate,medium
129,99,0.721,9.1521,0.8283,0.0981,18,15.9,27.97,0.9226,0.7296,0.7116,0.7756,17,advanced,hard
10,4,0.3197,2.6806,0.048,-0.1074,0,23.57,17.22,0.3086,0.1526,0.0237,0.2637,2,beginner,easy
106,100,0.9292,9.5344,0.6995,0.0531,14,5.33,29.92,0.9006,0.7619,0.6996,0.7649,20,advanced,hard
112,95,0.8479,22.3761,0.710649008649207,-0.1373,18,10.07,203.39297125118486,0.8779,0.9259,0.4865,0.8422,17,advanced,hard
2,1,0.5,1.2393,0.5,-0.1077,1,31.99,67.33,0.6055,0.2271,0.2175,0.2301,3,beginner,easy
37,19,0.4882,10.0745,0.6079,0.0487,3,23.9,21.41,0.7083,0.3925,0.2748,0.4382,11,intermediate,medium
9,2,0.2215,1.6524,0.2515,0.0001,2,22.95,32.51,0.34,0.2304,0.0363,0.1321,5,beginner,easy
31,23,0.7671,3.0324,0.5325,0.1454,8,13.52,20.77,0.6582,0.566,0.2226,0.441,9,intermediate,medium
53,44,0.8346,24.6915,0.8726,-0.0349,8,12.49,24.36,0.9005,0.9323,0.7152,0.6829,9,advanced,hard
76,57,0.7216,36.8269,0.7028,-0.05,3,5.69,12.3,0.9092,0.7272,0.7126,0.6394,21,advanced,hard
9,3,0.3168,1.804,0.1762,0.0141,2,26.17,28.49,0.356,0.2163,0.166,0.3366,1,beginner,easy
2,1,0.5,1.4161,0.5,-0.1036,1,54.96,24.11,0.3904,0.2608,0.1276,0.2576,2,beginner,easy
21,11,0.5452,3.6333,0.7272,0.0049,5,16.92,19.78,0.8245,0.4214,0.1251,0.4664,9,intermediate,medium
50,36,0.6864,33.9438,0.7905,-0.0306,13,16.05,19.42,0.8501,0.763,0.5318,0.8236,19,advanced,hard
4,1,0.3335,0.9014,0.4187,0.0435,2,27.12,37.51,0.5795,0.1776,0.0635,0.4184,4,beginner,easy
29,18,0.6471,11.868,0.547,0.0122,5,8.02,43.64,0.6544,0.4552,0.1398,0.673,11,intermediate,medium
54,26,0.4631,4.374,0.5348,0.1325,3,31.56,26.6,0.6025,0.5283,0.1326,0.6137,5,intermediate,easy
9,2,0.1587,2.4203,0.1547,-0.0386,2,24.23,17.11,0.5013,0.1073,0.0,0.2028,3,beginner,easy
4,1,0.2337,1.4985,0.1884,-0.0118,0,30.77,62.2,0.662,0.2164,0.1142,0.3631,5,beginner,easy
16,7,0.4651,2.4154,0.5334,0.0483,7,26.42,38.43,0.8761,0.462,0.3737,0.4293,9,intermediate,easy
15,13,0.8486,23.4045,0.9286,0.029,16,18.7,27.87,0.8659,0.9607,0.8541,0.6967,25,advanced,hard
19,3,0.1249,0.5437,0.251,-0.0401,1,50.88,3.62,0.4318,0.1836,0.0279,0.2976,1,beginner,easy
1,1,1.0,0.3214,1.0,-0.0934,1,20.23,72.6,0.3473,0.2828,0.1702,0.217,1,beginner,easy
5,2,0.3214,1.3981,0.2531,-0.1085,3,53.2,61.94,0.6207,0.1315,0.0006,0.2149,5,beginner,easy
49,22,0.4815,11.5411,0.5776,0.1368,5,32.53,31.58,0.9558,0.6112,0.3296,0.4498,3,intermediate,easy
99,94,0.9898,35.9948,0.8264430817734806,-0.1634,6,19.76,229.46282966223694,0.8985,0.8777,0.5444,0.7885,20,advanced,hard
34,23,0.6662,3.1543,0.5676,0.0717,4,23.78,13.21,0.6508,0.6647,0.4249,0.5742,15,intermediate,medium
80,77,0.9898,36.2799,1.0,-0.0108,6,13.68,24.84,0.9448,0.8517,0.8536,0.8306,11,advanced,hard
8,5,0.5752,6.2382,0.3973,0.0823,5,10.36,21.67,0.6846,0.7317,0.2239,0.4637,11,intermediate,medium
55,50,0.9843,39.9418,0.8205,0.0082,7,18.42,11.63,0.9397,0.8054,0.981,0.81,8,advanced,hard
1,0,0.4755,1.059,0.3801,-0.0973,2,30.65,17.64,0.6899,0.3996,0.131,0.3888,4,beginner,easy
107,103,0.9426,13.5633,0.7692,0.0755,4,11.06,13.0,0.9089,0.8553,0.6943,0.7633,24,advanced,hard
13,5,0.3974,1.6094,0.368,-0.0798,2,31.6,76.39,0.5893,0.3741,0.1204,0.457,2,beginner,easy
28,16,0.6068,6.7478,0.6597,-0.0076,2,22.99,43.76,0.8911,0.6843,0.3855,0.6775,15,intermediate,medium
9,4,0.4468,1.8958,0.2543,-0.1398,0,41.31,29.18,0.3131,0.2814,0.1664,0.235,3,beginner,easy
3,1,0.3897,2.9572,0.42,-0.1484,2,45.34,69.84,0.3526,0.3767,0.0898,0.1821,3,beginner,easy
7,2,0.3369,2.3738,0.2491,-0.1142,0,36.32,20.1,0.3398,0.2455,0.1627,0.3572,3,beginner,easy
8,3,0.4659,0.114,0.4421,-0.058,2,30.69,10.29,0.4214,0.1569,0.127,0.232,1,beginner,easy
18,13,0.7049,5.4229,0.5784,-0.0218,6,32.06,44.56,0.926,0.4339,0.1671,0.3879,15,intermediate,medium
12,8,0.674,3.7213,0.68,0.1405,1,18.29,12.64,0.9292,0.5664,0.3702,0.5997,5,intermediate,medium
105,77,0.7328,23.2024,0.8528,-0.0361,14,19.96,1.59,0.9415,0.7375,0.649,0.6967,21,advanced,hard
112,97,0.8823,31.6333,0.8598,-0.0485,15,12.49,29.87,0.9953,0.8471,0.7921,0.8799,14,advanced,hard
10,2,0.1663,2.544,0.4284,0.0401,1,43.32,39.95,0.3487,0.3036,0.1175,0.2202,4,beginner,easy
19,10,0.4827,3.5014,0.5797,-0.0429,2,25.3,44.86,0.6107,0.6549,0.3365,0.4385,11,intermediate,medium
10,4,0.3238,1.9152,0.1709,-0.0376,3,49.59,80.36,0.3496,0.2581,0.1353,0.275,1,beginner,easy
16,9,0.4873,3.9184,0.6175,0.0258,2,24.62,13.54,0.7433,0.3517,0.1519,0.4805,12,intermediate,medium
115,102,0.8415,24.1568,0.8544,-0.0104,10,17.54,26.29,0.9041,0.7981,0.7827,0.7108,17,advanced,hard
111,84,0.7842,10.4455,0.8367,0.0998,20,16.94,14.93,0.9718,0.752,0.5533,0.8655,22,advanced,hard
9,4,0.4992,6.0006,0.7485,0.0559,5,24.82,31.11,0.8311,0.7287,0.2119,0.6013,5,intermediate,easy
22,16,0.7242,10.5976,0.6132,-0.0335,7,11.99,18.56,0.7485,0.6316,0.2537,0.501,9,intermediate,medium
13,6,0.415,2.1116,0.1828,-0.056,0,34.46,8.3,0.4196,0.3412,0.1618,0.1374,4,beginner,easy
19,5,0.215,2.9471,0.338,-0.1205,3,52.39,32.13,0.286,0.373,0.1747,0.3929,2,beginner,easy
60,34,0.5481,9.4291,0.4833,-0.043,8,11.88,31.0,0.9076,0.5988,0.365,0.6405,10,intermediate,medium
41,28,0.6759,6.08,0.4898,0.1343,3,34.4,19.13,0.9122,0.5661,0.1288,0.5184,6,intermediate,medium
22,13,0.5602,11.8413,0.4579,0.0094,7,28.13,30.77,0.8396,0.629,0.2034,0.4562,9,intermediate,medium
17,5,0.3048,1.2838,0.4566,-0.0364,3,38.06,82.45,0.4606,0.3081,0.1377,0.2625,1,beginner,easy
14,7,0.4904,8.4704,0.4503,0.1499,0,17.23,33.36,0.8258,0.5733,0.3918,0.4502,10,intermediate,easy
117,85,0.7115,17.0578,0.9326,0.065,5,15.06,18.37,0.9532,0.8237,0.4732,0.6767,12,advanced,hard
105,81,0.757,15.2258,0.578898816294225,-0.1781,13,7.3,66.35774713786697,0.8626,0.8545,0.6905,0.8591,13,advanced,hard
20,12,0.6024,11.243,0.5081,0.083,7,18.01,39.3,0.6653,0.6818,0.2563,0.4247,3,intermediate,medium
66,59,0.8932,22.8155,0.8754,0.0363,18,14.51,21.17,0.9263,0.7205,0.6911,0.8139,16,advanced,hard
127,101,0.808,33.9435,0.8945,0.0754,12,14.27,20.78,0.9682,0.8126,0.5808,0.7592,10,advanced,hard
15,5,0.295,1.6375,0.2084,0.069,3,19.32,47.39,0.5357,0.2091,0.095,0.2153,3,beginner,easy
0,0,0.0,0.1151,0.0,0.0071,0,46.18,53.71,0.4319,0.2323,0.1036,0.3653,5,beginner,easy
49,24,0.4839,3.0771,0.6825,0.0681,7,13.18,23.09,0.8297,0.7017,0.3347,0.4044,6,intermediate,easy
5,2,0.3878,0.6166,0.2924,0.0085,0,20.84,66.92,0.3243,0.2206,0.1627,0.4125,4,beginner,easy
32,20,0.6288,5.2639,0.599,0.0723,8,29.88,38.5,0.7082,0.5156,0.1147,0.4576,7,intermediate,medium
7,1,0.216,2.1024,0.4467,-0.033,0,56.86,22.45,0.5695,0.3902,0.1817,0.3241,5,beginner,easy
48,23,0.4929,8.5419,0.5227,0.0404,5,34.82,4.91,0.7405,0.7315,0.3604,0.4785,12,intermediate,easy
19,13,0.6651,11.0861,0.4766,0.0349,4,13.38,35.04,0.8909,0.5421,0.36,0.3915,12,intermediate,medium
38,18,0.4721,6.3198,0.4874,0.0134,4,29.56,43.17,0.9149,0.6209,0.1466,0.3958,15,intermediate,easy
54,32,0.5947,5.0697,0.6346,-0.0188,6,28.59,7.26,0.6559,0.4317,0.4164,0.4737,11,intermediate,medium
141,129,0.9122,35.5015,0.9742,0.037,4,17.62,9.41,0.9086,0.8126,0.6361,0.7425,8,advanced,hard
9,3,0.3447,2.673,0.4863,-0.0242,2,58.55,28.61,0.4051,0.3903,0.1735,0.3531,3,beginner,easy
16,6,0.4976,2.2426,0.4359,-0.0333,3,17.05,67.43,0.7539,0.4273,0.2768,0.2967,3,beginner,easy
14,4,0.2207,1.5878,0.1268,-0.1266,0,51.11,8.83,0.5312,0.3641,0.1078,0.3638,1,beginner,easy
15,7,0.4836,5.4326,0.724,0.0236,3,34.66,29.96,0.7969,0.4449,0.2343,0.417,8,intermediate,easy
32,18,0.5951,8.4665,0.5055,-0.0283,1,17.79,35.05,0.745,0.5114,0.1846,0.4595,6,intermediate,medium
6,1,0.2667,0.3932,0.3664,0.0396,1,43.69,3.05,0.618,0.2633,0.0595,0.3388,2,beginner,easy
50,41,0.8674,35.28,0.7853,0.0951,19,6.91,17.43,1.0,0.9639,0.7258,0.9328,22,advanced,hard
40,26,0.6748,10.0269,0.7856,0.0049,0,29.84,15.27,0.7816,0.4882,0.2388,0.4773,13,intermediate,medium
15,6,0.4041,0.9203,0.4341,-0.0967,1,40.29,44.73,0.359,0.3058,0.0114,0.3783,4,beginner,easy
9,4,0.3868,1.7007,0.439,-0.0796,1,45.93,88.57,0.4705,0.1715,0.0297,0.2756,2,beginner,easy
7,1,0.1955,1.1553,0.3751,-0.1395,2,39.67,40.68,0.6085,0.3389,0.1108,0.4138,1,beginner,easy
51,26,0.5215,3.4866,0.7167,0.124,4,26.9,29.55,0.6577,0.7016,0.263,0.6605,9,intermediate,medium
99,83,0.8334,16.9979,0.8623,0.0028,7,6.71,12.96,0.8654,0.8767,0.5284,0.68,18,advanced,hard
40,19,0.4383,6.0587,0.5393,0.0664,3,25.19,29.41,0.8982,0.6589,0.2954,0.5574,11,intermediate,easy
58,27,0.4548,4.2683,0.3987,0.0068,1,13.88,5.32,0.6567,0.6693,0.2587,0.4309,13,intermediate,easy
13,3,0.1819,0.3628,0.3118,-0.0897,3,42.56,77.93,0.3496,0.309,0.1078,0.4,5,beginner,easy
124,102,0.8038,20.1825,0.9345,0.0929,8,9.51,26.15,0.8384,0.834,0.6687,0.8916,23,advanced,hard
99,86,0.8771,26.7078,0.8633,0.0575,8,12.74,16.86,1.0,0.7441,0.8628,0.8328,9,advanced,hard
16,9,0.5131,7.8616,0.5397,0.0926,4,19.34,2.51,0.8501,0.5513,0.3749,0.468,5,intermediate,medium
3,1,0.3025,1.641,0.2346,-0.1175,1,29.7,51.03,0.3815,0.2347,0.1428,0.1568,2,beginner,easy
44,25,0.5701,11.9752,0.4321,0.1019,8,13.82,31.91,0.7871,0.643,0.3436,0.4352,14,intermediate,medium
20,15,0.7487,12.896,0.8066,0.0398,5,9.87,25.57,0.9361,0.823,0.5391,0.8172,18,advanced,hard
61,55,0.8242,24.3004,0.8847,0.0555,14,19.02,27.96,0.898,0.8687,0.7656,0.655,7,advanced,hard
15,9,0.65,7.8488,0.7329,0.0949,7,29.76,0.67,0.7328,0.7669,0.3676,0.7632,15,intermediate,medium
110,90,0.8592,19.0001,0.6825557823002633,-0.1766,8,10.17,177.31602099107488,0.8999,0.9608,0.8637,0.8249,16,advanced,hard
76,62,0.8185,10.4481,0.9467,0.0554,12,5.73,29.5,0.9734,0.7577,0.4625,0.9004,8,advanced,hard
3,1,0.3333333333333333,1.5736,0.3333333333333333,0.0167,1,57.5,7.54,0.6432,0.2727,0.0987,0.414,2,beginner,easy
22,15,0.6935,6.3376,0.7449,0.1496,3,27.38,1.33,0.6698,0.5139,0.4424,0.6985,15,intermediate,medium
128,101,0.8264,36.3556,0.9885,0.0954,9,7.28,12.31,0.8917,0.7752,0.6599,0.7233,23,advanced,hard
13,3,0.2595,0.7188,0.4684,-0.1422,0,50.28,65.99,0.3514,0.38,0.1173,0.2623,3,beginner,easy
17,4,0.2242,1.89,0.3415,-0.0006,1,51.08,19.31,0.5353,0.2237,0.0472,0.254,5,beginner,easy
20,12,0.5987,3.8573,0.4526,0.0419,6,22.54,37.56,0.8076,0.5556,0.2524,0.6096,13,intermediate,medium
20,9,0.5159,11.762,0.5276,0.0542,8,12.65,24.24,0.7,0.7282,0.3908,0.5392,13,intermediate,easy
10,3,0.2927,2.4625,0.2074,-0.0045,1,51.1,17.19,0.3959,0.2629,0.0862,0.1664,5,beginner,easy
7,1,0.1555,0.0639,0.3487,-0.1114,0,42.07,7.0,0.6509,0.3106,0.082,0.4288,3,beginner,easy
9,1,0.2038,1.0324,0.1958,0.058,1,34.07,77.78,0.6737,0.3241,0.1389,0.3829,4,beginner,easy
1,0,0.4726,1.3099,0.3266,0.0173,2,36.3,4.8,0.5425,0.3968,0.2025,0.2498,5,beginner,easy
140,106,0.7298,24.6283,0.8639,0.0239,17,18.35,22.89,0.8452,0.805,0.6924,0.7482,23,advanced,hard
3,1,0.3115,0.0944,0.3761,0.0868,0,18.34,41.06,0.4721,0.2488,0.1779,0.3284,4,beginner,easy
58,31,0.4939,9.5429,0.6485,0.0736,8,23.59,7.84,0.7116,0.6753,0.3318,0.6276,15,intermediate,medium
17,5,0.2923,2.2583,0.1333,-0.0606,0,17.68,79.56,0.4881,0.2285,0.2171,0.3792,5,beginner,easy
42,28,0.663,2.4462,0.7321,0.0106,7,23.86,9.04,0.6749,0.4756,0.2248,0.5196,3,intermediate,medium
14,4,0.2944,2.9909,0.2537,-0.0885,0,47.34,7.23,0.5506,0.2756,0.1704,0.3592,1,beginner,easy
19,9,0.4938,6.4326,0.5521,0.0226,1,27.12,22.4,0.8751,0.6831,0.358,0.612,5,intermediate,easy
15,5,0.3791,2.1464,0.3264,-0.096,3,49.64,52.06,0.3503,0.4059,0.0423,0.1719,4,beginner,easy
13,4,0.3131,1.8812,0.4277,0.0765,0,48.05,41.26,0.2918,0.2317,0.0362,0.2203,4,beginner,easy
14,4,0.2667,1.5736,0.2859,0.014,2,45.32,38.16,0.518,0.3244,0.0187,0.2268,1,beginner,easy
52,37,0.6815,6.0426,0.5498,-0.0476,3,31.62,40.02,0.8538,0.5223,0.3535,0.6487,5,intermediate,medium
16,9,0.6261,10.0791,0.764,-0.0201,3,26.15,17.63,0.7309,0.749,0.2116,0.6297,10,intermediate,medium
19,8,0.4596,0.0687,0.3852,-0.0778,3,15.84,66.15,0.5301,0.36,0.074,0.3638,4,beginner,easy
8,2,0.3083,0.2803,0.3507,-0.0505,2,45.27,27.59,0.4979,0.1923,0.1426,0.2345,2,beginner,easy
91,74,0.8231,27.2073,0.6504634057231313,-0.1726,10,12.95,195.7829513743268,1.0,0.7404,0.8877,0.8257,19,advanced,hard
29,13,0.4638,8.9676,0.7172,0.0748,1,10.89,31.09,0.8486,0.6872,0.222,0.5332,13,intermediate,easy
31,20,0.6457,7.0402,0.668,-0.0444,7,17.31,31.6,0.6928,0.5221,0.2807,0.4753,9,intermediate,medium
20,7,0.3378,1.1862,0.298,0.0895,3,48.12,58.13,0.628,0.2937,0.096,0.3704,3,beginner,easy
28,14,0.4826,8.316,0.691,0.0396,8,22.44,34.26,0.8967,0.577,0.3917,0.5892,5,intermediate,medium
14,6,0.4313,1.4567,0.3796,-0.007,0,34.2,57.08,0.4018,0.1923,0.1241,0.332,5,beginner,easy
16,7,0.4769,1.0802,0.172,-0.0626,2,16.0,48.83,0.5582,0.2951,0.0272,0.2019,1,beginner,easy
40,27,0.6365,6.0452,0.4533,0.0774,0,8.37,39.07,0.7436,0.5723,0.139,0.419,4,intermediate,medium
35,26,0.7491,3.0161,0.447,-0.0435,4,27.57,39.6,0.6703,0.6354,0.1999,0.631,6,intermediate,medium
24,23,0.961,12.0252,0.8965,0.0835,7,19.53,4.48,0.9596,0.8533,0.6894,0.7951,5,advanced,hard
21,12,0.6078,2.4682,0.7936,0.1241,3,8.91,27.97,0.8436,0.6935,0.3832,0.7261,8,intermediate,medium
39,22,0.5604,6.8031,0.4026,0.0939,5,8.79,8.61,0.8314,0.6209,0.3958,0.5826,5,intermediate,medium
13,9,0.6796,7.1042,0.7033,0.1205,0,17.97,24.7,0.5828,0.6104,0.3515,0.472,7,intermediate,medium
127,107,0.8334,23.9083,0.8246,0.093,7,5.33,13.45,0.9413,0.9177,0.6582,0.8344,7,advanced,hard
11,4,0.3603,2.6359,0.3074,-0.0504,2,39.2,63.02,0.5,0.3435,0.1451,0.3025,3,beginner,easy
18,5,0.342,2.3363,0.4602,-0.1472,2,59.09,75.01,0.4017,0.4194,0.0509,0.1957,2,beginner,easy
68,62,0.9144,19.1771,0.8907,0.0973,2,6.01,6.21,0.9576,0.7578,0.6242,0.7315,17,advanced,hard
38,21,0.6192,6.6293,0.6548,0.1453,3,24.92,4.7,0.9322,0.4996,0.4353,0.5614,5,intermediate,medium
59,37,0.6168,7.9606,0.5663,0.0245,3,10.01,20.21,0.778,0.4823,0.2973,0.5555,15,intermediate,medium
8,4,0.4341,0.2463,0.3757,0.0211,1,45.93,3.86,0.6633,0.2221,0.1017,0.3402,1,beginner,easy
109,88,0.8412,37.4965,0.9336,0.0464,9,8.4,9.0,0.9414,0.9832,0.6528,0.8335,25,advanced,hard
56,38,0.6518,5.2438,0.5781,0.1483,8,13.97,13.92,0.8067,0.4179,0.1938,0.5338,15,intermediate,medium
0,0,0.0,2.5585,0.0,0.0349,0,45.84,69.77,0.4132,0.2958,0.1185,0.3354,2,beginner,easy
54,46,0.8806,12.9954,0.8071,0.0834,9,8.49,24.33,0.8914,0.8276,0.8907,0.8759,15,advanced,hard
19,17,0.9231,15.6975,0.952,0.0443,19,9.08,26.15,1.0,0.9104,0.4724,0.8437,10,advanced,hard
90,74,0.7938,8.2033,0.9179,-0.0472,9,9.84,4.51,0.9477,0.8155,0.7649,0.7631,25,advanced,hard
16,10,0.6377,2.9759,0.6651,-0.0377,0,22.89,22.92,0.6868,0.5642,0.2956,0.5186,15,intermediate,medium
0,0,0.0,2.7778,0.0,0.0666,0,49.59,76.22,0.4244,0.2022,0.0071,0.3186,3,beginner,easy
48,31,0.6656,8.6723,0.4139,0.054,8,27.94,3.16,0.7342,0.4992,0.2514,0.6577,6,intermediate,medium
5,2,0.3369,0.0023,0.4246,-0.0351,3,52.81,84.32,0.475,0.0564,0.1202,0.1229,5,beginner,easy
5,2,0.3749,2.0914,0.3774,-0.1227,0,16.58,31.85,0.5027,0.3047,0.2096,0.2066,5,beginner,easy
1,0,0.2303,2.1796,0.3915,-0.0871,1,57.42,42.9,0.3303,0.1704,0.1537,0.1506,2,beginner,easy
38,22,0.566,3.3509,0.6732,0.1352,2,15.87,16.95,0.8616,0.7216,0.3921,0.6505,11,intermediate,medium
21,20,0.9536,19.829,0.8694,-0.0437,16,12.98,18.66,0.9744,0.7131,0.5881,0.6906,5,advanced,hard
11,2,0.1127,2.2391,0.4045,0.0269,2,42.51,82.02,0.6202,0.2792,0.0167,0.3345,2,beginner,easy
7,1,0.1711,0.444,0.4976,-0.0952,2,41.56,48.99,0.444,0.3273,0.0296,0.3714,4,beginner,easy
17,3,0.1889,2.4177,0.1813,0.0237,1,26.98,47.14,0.4292,0.1065,0.1061,0.4111,1,beginner,easy
13,2,0.1762,0.2596,0.158,0.0602,1,59.41,0.14,0.5007,0.219,0.1016,0.4172,5,beginner,easy
14,2,0.1838,1.4792,0.3271,-0.1464,1,21.92,65.7,0.6241,0.2722,0.1332,0.1768,1,beginner,easy
22,11,0.5367,4.7771,0.6384,-0.0182,1,26.91,31.71,0.8963,0.7664,0.4434,0.7295,5,intermediate,medium
34,16,0.4453,7.9234,0.4145,0.07,6,31.18,7.72,0.7348,0.5067,0.075,0.3794,5,intermediate,easy
66,64,1.0,31.7712,0.7887,-0.0194,7,19.46,19.76,1.0,0.858,0.7482,0.7586,14,advanced,hard
10,2,0.2232,2.6931,0.167,0.0254,0,46.87,22.53,0.4126,0.2051,0.0705,0.1862,1,beginner,easy
35,22,0.6002,6.844,0.6881,0.0023,1,11.58,15.64,0.8082,0.4513,0.3817,0.575,10,intermediate,medium
6,2,0.2732,0.1326,0.3607,-0.0437,3,35.74,60.8,0.3667,0.2027,0.1418,0.1812,4,beginner,easy
51,34,0.6687,5.5677,0.4271,0.1066,4,18.44,21.94,0.6333,0.4105,0.2467,0.6043,9,intermediate,medium
16,8,0.4892,0.3919,0.311,0.0415,1,29.72,27.07,0.3606,0.1821,0.1185,0.2449,1,beginner,easy
29,26,0.8868,21.0966,0.9487,0.0485,10,6.07,1.62,0.8428,0.722,0.5694,0.6561,16,advanced,hard
6,1,0.2596,2.0383,0.2513,-0.025,2,34.95,49.75,0.4505,0.3348,0.1727,0.2031,3,beginner,easy
14,5,0.427,2.4804,0.313,-0.0241,1,37.7,33.83,0.5349,0.1682,0.1283,0.2455,2,beginner,easy
20,18,0.9338,19.5651,0.7241328708142082,-0.2097,18,10.91,287.70118947342075,0.9288,0.9429,0.4988,0.8473,19,advanced,hard
87,69,0.8094,18.4035,0.733,0.0319,11,8.23,17.76,0.9583,0.7754,0.8427,0.9225,24,advanced,hard
3,3,1.0,0.0322,1.0,0.0031,3,23.07,23.09,0.5378,0.2655,0.0401,0.2382,4,beginner,easy
27,19,0.6488,3.3636,0.4336,0.0689,2,15.76,1.01,0.6101,0.3751,0.2749,0.3336,4,intermediate,medium
27,13,0.5148,11.0002,0.7803,0.1138,4,33.23,23.24,0.8521,0.5459,0.2923,0.5881,10,intermediate,easy
61,53,0.811,30.5948,0.9349,0.0239,15,18.85,22.86,0.8759,0.7104,0.577,0.6499,19,advanced,hard
11,4,0.2687,2.4251,0.3882,-0.0772,0,31.08,37.33,0.387,0.1434,0.0,0.3634,3,beginner,easy
15,3,0.1886,2.8729,0.4664,-0.1001,3,47.07,8.01,0.4112,0.2193,0.094,0.2918,5,beginner,easy
45,35,0.7746,22.6013,0.8829,0.0707,15,7.92,27.04,0.8819,0.7595,0.5889,0.8028,25,advanced,hard
148,118,0.8208,32.5288,0.9884,-0.0268,20,5.94,20.78,0.9101,0.7828,0.8719,0.8182,11,advanced,hard
